<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBCB,D,20200505,000000,1234.4000000,1235.0000000,1219.2000000,1219.2000000,3541
SBCB,D,20200506,000000,1210.6000000,1241.8000000,1210.6000000,1235.6000000,9899
SBCB,D,20200507,000000,1237.0000000,1237.0000000,1227.2000000,1230.0000000,1547
SBCB,D,20200508,000000,1231.4000000,1233.4000000,1223.8000000,1225.0000000,1787
SBCB,D,20200512,000000,1235.4000000,1235.4000000,1217.8000000,1222.0000000,1864
SBCB,D,20200513,000000,1233.0000000,1248.2000000,1223.8000000,1234.2000000,8287
SBCB,D,20200514,000000,1234.2000000,1240.8000000,1228.6000000,1236.8000000,4111
SBCB,D,20200515,000000,1235.2000000,1236.2000000,1223.6000000,1230.4000000,3047
SBCB,D,20200518,000000,1226.2000000,1227.6000000,1211.6000000,1215.8000000,22218
SBCB,D,20200519,000000,1210.2000000,1220.0000000,1200.0000000,1218.0000000,7324
SBCB,D,20200520,000000,1226.8000000,1226.8000000,1198.2000000,1204.6000000,6603
SBCB,D,20200521,000000,1206.8000000,1206.8000000,1190.2000000,1196.0000000,5135
SBCB,D,20200522,000000,1200.0000000,1214.2000000,1198.6000000,1211.0000000,1443
SBCB,D,20200525,000000,1207.6000000,1211.6000000,1200.0000000,1209.0000000,1366
SBCB,D,20200526,000000,1209.2000000,1209.2000000,1194.2000000,1196.0000000,2569
SBCB,D,20200527,000000,1196.0000000,1207.8000000,1196.0000000,1207.8000000,2112
SBCB,D,20200528,000000,1215.0000000,1219.6000000,1192.2000000,1198.0000000,61620
SBCB,D,20200529,000000,1201.2000000,1203.2000000,1196.0000000,1200.2000000,100697
SBCB,D,20200601,000000,1195.2000000,1204.8000000,1180.0000000,1181.4000000,2978
SBCB,D,20200602,000000,1179.0000000,1179.0000000,1165.0000000,1170.0000000,8656
SBCB,D,20200603,000000,1161.4000000,1184.6000000,1160.0000000,1165.2000000,4858
SBCB,D,20200604,000000,1175.2000000,1182.0000000,1169.4000000,1180.4000000,7329
SBCB,D,20200605,000000,1198.0000000,1210.2000000,1160.2000000,1161.2000000,3986
SBCB,D,20200608,000000,1168.8000000,1168.8000000,1156.2000000,1165.0000000,2327
SBCB,D,20200609,000000,1160.2000000,1173.0000000,1160.2000000,1163.8000000,46851
SBCB,D,20200610,000000,1170.0000000,1172.4000000,1161.4000000,1171.2000000,5259
SBCB,D,20200611,000000,1165.4000000,1183.2000000,1165.0000000,1183.2000000,2261
SBCB,D,20200615,000000,1193.8000000,1194.8000000,1180.4000000,1185.0000000,3077
SBCB,D,20200616,000000,1185.0000000,1187.6000000,1175.0000000,1184.0000000,3114
SBCB,D,20200617,000000,1184.0000000,1188.0000000,1175.4000000,1185.6000000,380
SBCB,D,20200618,000000,1184.4000000,1186.0000000,1175.2000000,1180.0000000,1243
SBCB,D,20200619,000000,1187.6000000,1195.0000000,1179.0000000,1182.6000000,2101
SBCB,D,20200622,000000,1189.6000000,1192.6000000,1177.4000000,1178.0000000,2405
SBCB,D,20200623,000000,1178.2000000,1178.2000000,1168.0000000,1169.0000000,1685
SBCB,D,20200625,000000,1189.4000000,1189.4000000,1169.6000000,1173.8000000,2835
SBCB,D,20200626,000000,1175.8000000,1190.0000000,1169.4000000,1181.8000000,2535
SBCB,D,20200629,000000,1181.0000000,1193.4000000,1181.0000000,1190.0000000,2705
SBCB,D,20200630,000000,1194.4000000,1209.0000000,1190.2000000,1204.0000000,31935
SBCB,D,20200702,000000,1195.4000000,1201.0000000,1190.4000000,1194.0000000,6062
SBCB,D,20200703,000000,1198.0000000,1215.6000000,1192.0000000,1215.0000000,4102
SBCB,D,20200706,000000,1207.0000000,1222.6000000,1199.8000000,1217.8000000,2425
SBCB,D,20200707,000000,1222.0000000,1227.0000000,1212.0000000,1214.4000000,2230
SBCB,D,20200708,000000,1215.0000000,1215.0000000,1205.0000000,1212.0000000,44760
SBCB,D,20200709,000000,1204.8000000,1207.0000000,1197.2000000,1207.0000000,2524
SBCB,D,20200710,000000,1209.6000000,1215.2000000,1201.2000000,1206.8000000,1039
SBCB,D,20200713,000000,1202.8000000,1220.0000000,1199.6000000,1200.4000000,3553
SBCB,D,20200714,000000,1206.0000000,1212.8000000,1203.8000000,1208.2000000,2424
SBCB,D,20200715,000000,1208.2000000,1220.0000000,1190.0000000,1205.2000000,20617
SBCB,D,20200716,000000,1209.8000000,1216.0000000,1207.2000000,1213.4000000,17655
SBCB,D,20200717,000000,1218.0000000,1224.2000000,1215.0000000,1221.0000000,1075
SBCB,D,20200720,000000,1214.6000000,1227.4000000,1212.2000000,1218.0000000,1144
SBCB,D,20200721,000000,1212.0000000,1212.2000000,1203.4000000,1206.4000000,1805
SBCB,D,20200722,000000,1206.4000000,1211.6000000,1205.0000000,1209.2000000,8079
SBCB,D,20200723,000000,1218.2000000,1222.2000000,1205.0000000,1215.6000000,4023
SBCB,D,20200724,000000,1217.0000000,1226.6000000,1215.6000000,1219.4000000,1485
SBCB,D,20200727,000000,1221.8000000,1227.8000000,1216.6000000,1218.2000000,3631
SBCB,D,20200728,000000,1218.8000000,1235.0000000,1218.8000000,1232.0000000,7532
SBCB,D,20200729,000000,1237.6000000,1238.8000000,1227.2000000,1231.8000000,1849
SBCB,D,20200730,000000,1240.0000000,1257.2000000,1240.0000000,1254.6000000,3743
SBCB,D,20200731,000000,1255.8000000,1263.0000000,1235.4000000,1263.0000000,2398
SBCB,D,20200803,000000,1250.0000000,1266.0000000,1250.0000000,1254.0000000,1667
SBCB,D,20200804,000000,1247.6000000,1262.2000000,1247.6000000,1256.2000000,2085
SBCB,D,20200805,000000,1236.2000000,1252.0000000,1236.2000000,1242.4000000,2223
SBCB,D,20200806,000000,1253.0000000,1258.0000000,1242.0000000,1254.8000000,12307
SBCB,D,20200807,000000,1258.4000000,1264.6000000,1252.4000000,1261.2000000,8204
SBCB,D,20200810,000000,1271.0000000,1271.0000000,1257.0000000,1260.0000000,2523
SBCB,D,20200811,000000,1261.4000000,1261.6000000,1246.6000000,1253.6000000,2669
SBCB,D,20200812,000000,1257.2000000,1266.2000000,1252.4000000,1262.2000000,2198
SBCB,D,20200813,000000,1259.6000000,1266.0000000,1255.0000000,1256.4000000,10246
SBCB,D,20200814,000000,1252.4000000,1260.0000000,1250.8000000,1250.8000000,1818
SBCB,D,20200817,000000,1261.0000000,1263.6000000,1248.2000000,1258.0000000,6656
SBCB,D,20200818,000000,1255.8000000,1269.4000000,1248.8000000,1252.8000000,15190
SBCB,D,20200819,000000,1246.6000000,1261.8000000,1246.6000000,1254.0000000,1025
SBCB,D,20200820,000000,1250.6000000,1270.0000000,1249.8000000,1270.0000000,35478
SBCB,D,20200821,000000,1265.0000000,1280.0000000,1261.4000000,1278.0000000,28661
SBCB,D,20200824,000000,1283.0000000,1283.0000000,1268.2000000,1273.2000000,1394
SBCB,D,20200825,000000,1267.0000000,1290.6000000,1267.0000000,1290.0000000,3181
SBCB,D,20200826,000000,1290.0000000,1300.6000000,1289.2000000,1292.0000000,3026
SBCB,D,20200827,000000,1287.6000000,1292.2000000,1280.6000000,1286.0000000,1983
SBCB,D,20200828,000000,1289.6000000,1296.4000000,1264.0000000,1274.0000000,3226
SBCB,D,20200831,000000,1267.8000000,1275.4000000,1261.4000000,1272.0000000,4214
SBCB,D,20200901,000000,1261.6000000,1265.6000000,1258.6000000,1259.6000000,3429
SBCB,D,20200902,000000,1266.2000000,1296.6000000,1266.2000000,1291.6000000,3644
SBCB,D,20200903,000000,1288.6000000,1296.4000000,1279.8000000,1292.6000000,8650
SBCB,D,20200904,000000,1289.4000000,1291.8000000,1279.8000000,1290.6000000,1217
