<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SBGB,D,20200413,000000,1172.8000000,1172.8000000,1166.0000000,1168.4000000,5600
SBGB,D,20200414,000000,1174.8000000,1174.8000000,1163.2000000,1169.0000000,3409
SBGB,D,20200415,000000,1166.0000000,1169.4000000,1162.4000000,1163.0000000,17770
SBGB,D,20200416,000000,1175.0000000,1176.0000000,1163.2000000,1171.2000000,1132
SBGB,D,20200417,000000,1175.8000000,1187.2000000,1169.6000000,1187.0000000,107324
SBGB,D,20200420,000000,1189.8000000,1200.0000000,1189.6000000,1198.8000000,9868
SBGB,D,20200421,000000,1180.6000000,1199.4000000,1180.6000000,1191.2000000,2997
SBGB,D,20200422,000000,1215.0000000,1215.0000000,1188.2000000,1195.0000000,9554
SBGB,D,20200423,000000,1200.0000000,1215.0000000,1190.8000000,1205.6000000,19063
SBGB,D,20200424,000000,1200.0000000,1214.8000000,1190.6000000,1206.2000000,8327
SBGB,D,20200427,000000,1215.0000000,1215.0000000,1206.4000000,1210.0000000,3847
SBGB,D,20200428,000000,1209.4000000,1210.4000000,1203.8000000,1210.4000000,9001
SBGB,D,20200429,000000,1212.0000000,1217.0000000,1205.6000000,1207.0000000,13736
SBGB,D,20200430,000000,1210.0000000,1216.2000000,1205.2000000,1210.4000000,2708
SBGB,D,20200504,000000,1217.0000000,1217.0000000,1207.2000000,1210.0000000,1461
SBGB,D,20200505,000000,1192.8000000,1214.0000000,1192.8000000,1213.4000000,1711
SBGB,D,20200506,000000,1210.0000000,1214.4000000,1206.2000000,1210.6000000,10778
SBGB,D,20200507,000000,1216.6000000,1216.8000000,1200.6000000,1211.0000000,2380
SBGB,D,20200508,000000,1205.2000000,1219.2000000,1205.2000000,1219.0000000,2934
SBGB,D,20200512,000000,1217.0000000,1267.6000000,1215.0000000,1228.4000000,15234
SBGB,D,20200513,000000,1224.2000000,1250.0000000,1224.2000000,1230.6000000,30839
SBGB,D,20200514,000000,1245.2000000,1245.2000000,1224.4000000,1225.0000000,12473
SBGB,D,20200515,000000,1235.0000000,1244.0000000,1228.0000000,1244.0000000,6459
SBGB,D,20200518,000000,1240.2000000,1257.0000000,1240.2000000,1253.0000000,7290
SBGB,D,20200519,000000,1277.8000000,1277.8000000,1240.0000000,1249.0000000,3498
SBGB,D,20200520,000000,1255.0000000,1255.0000000,1245.0000000,1251.2000000,10829
SBGB,D,20200521,000000,1245.2000000,1260.0000000,1245.0000000,1250.0000000,4529
SBGB,D,20200522,000000,1263.0000000,1275.0000000,1252.0000000,1253.2000000,35930
SBGB,D,20200525,000000,1303.6000000,1303.6000000,1248.2000000,1253.8000000,10632
SBGB,D,20200526,000000,1264.0000000,1264.0000000,1248.8000000,1254.0000000,3162
SBGB,D,20200527,000000,1262.6000000,1266.0000000,1246.2000000,1248.0000000,9848
SBGB,D,20200528,000000,1263.0000000,1263.0000000,1220.4000000,1247.8000000,17147
SBGB,D,20200529,000000,1230.8000000,1255.4000000,1230.8000000,1248.0000000,7705
SBGB,D,20200601,000000,1259.0000000,1259.0000000,1243.6000000,1252.0000000,2843
SBGB,D,20200602,000000,1252.2000000,1254.2000000,1247.2000000,1248.2000000,10427
SBGB,D,20200603,000000,1248.2000000,1262.0000000,1235.4000000,1250.2000000,5714
SBGB,D,20200604,000000,1250.2000000,1253.8000000,1245.0000000,1246.0000000,61024
SBGB,D,20200605,000000,1241.6000000,1247.0000000,1238.2000000,1243.0000000,9366
SBGB,D,20200608,000000,1235.2000000,1251.6000000,1226.4000000,1243.4000000,3858
SBGB,D,20200609,000000,1238.0000000,1254.8000000,1232.4000000,1239.8000000,9932
SBGB,D,20200610,000000,1247.6000000,1248.2000000,1240.6000000,1248.0000000,1932
SBGB,D,20200611,000000,1253.6000000,1253.6000000,1241.4000000,1246.8000000,8487
SBGB,D,20200615,000000,1247.2000000,1252.0000000,1240.2000000,1247.0000000,4938
SBGB,D,20200616,000000,1245.2000000,1250.4000000,1243.6000000,1245.4000000,2706
SBGB,D,20200617,000000,1251.0000000,1252.8000000,1245.2000000,1252.0000000,9063
SBGB,D,20200618,000000,1252.0000000,1254.6000000,1247.4000000,1254.4000000,958
SBGB,D,20200619,000000,1249.0000000,1260.0000000,1249.0000000,1257.8000000,8249
SBGB,D,20200622,000000,1251.6000000,1259.8000000,1247.6000000,1255.0000000,14450
SBGB,D,20200623,000000,1260.0000000,1260.0000000,1247.2000000,1251.6000000,10232
SBGB,D,20200625,000000,1248.0000000,1255.0000000,1243.4000000,1248.4000000,3047
SBGB,D,20200626,000000,1249.8000000,1256.0000000,1242.0000000,1248.6000000,9550
SBGB,D,20200629,000000,1257.2000000,1257.2000000,1244.2000000,1247.0000000,2071
SBGB,D,20200630,000000,1251.8000000,1251.8000000,1240.0000000,1241.0000000,152250
SBGB,D,20200702,000000,1227.4000000,1247.8000000,1227.4000000,1242.4000000,12487
SBGB,D,20200703,000000,1242.8000000,1242.8000000,1235.2000000,1236.4000000,4930
SBGB,D,20200706,000000,1235.0000000,1249.8000000,1226.6000000,1234.8000000,12673
SBGB,D,20200707,000000,1255.0000000,1255.0000000,1230.0000000,1237.4000000,3880
SBGB,D,20200708,000000,1226.6000000,1263.4000000,1222.2000000,1243.2000000,37917
SBGB,D,20200709,000000,1233.4000000,1248.4000000,1233.2000000,1242.0000000,2344
SBGB,D,20200710,000000,1248.4000000,1248.4000000,1240.6000000,1241.4000000,1458
SBGB,D,20200713,000000,1240.2000000,1248.6000000,1240.2000000,1248.0000000,65893
SBGB,D,20200714,000000,1248.8000000,1248.8000000,1241.0000000,1248.0000000,3914
SBGB,D,20200715,000000,1241.2000000,1250.4000000,1241.2000000,1247.4000000,11438
SBGB,D,20200716,000000,1255.0000000,1258.8000000,1242.6000000,1243.8000000,912
SBGB,D,20200717,000000,1242.4000000,1247.4000000,1241.4000000,1247.0000000,108481
SBGB,D,20200720,000000,1251.8000000,1251.8000000,1242.4000000,1249.4000000,11929
SBGB,D,20200721,000000,1249.2000000,1252.0000000,1229.6000000,1251.4000000,7425
SBGB,D,20200722,000000,1251.8000000,1254.8000000,1248.4000000,1249.4000000,1324
SBGB,D,20200723,000000,1252.6000000,1254.8000000,1248.4000000,1251.6000000,6142
SBGB,D,20200724,000000,1250.2000000,1252.4000000,1245.8000000,1251.2000000,1897
SBGB,D,20200727,000000,1254.8000000,1258.2000000,1243.8000000,1251.0000000,96441
SBGB,D,20200728,000000,1244.4000000,1252.2000000,1244.4000000,1249.4000000,4107
SBGB,D,20200729,000000,1247.6000000,1249.4000000,1242.4000000,1244.2000000,8401
SBGB,D,20200730,000000,1236.0000000,1248.8000000,1236.0000000,1243.2000000,2983
SBGB,D,20200731,000000,1240.0000000,1247.0000000,1234.8000000,1246.4000000,113124
SBGB,D,20200803,000000,1248.0000000,1248.0000000,1241.0000000,1245.0000000,2694
SBGB,D,20200804,000000,1239.6000000,1249.8000000,1239.6000000,1249.6000000,4253
SBGB,D,20200805,000000,1249.6000000,1249.8000000,1224.2000000,1243.6000000,42924
SBGB,D,20200806,000000,1250.8000000,1250.8000000,1243.8000000,1245.2000000,1860
SBGB,D,20200807,000000,1240.0000000,1248.0000000,1240.0000000,1246.8000000,107445
SBGB,D,20200810,000000,1250.8000000,1250.8000000,1242.6000000,1246.0000000,1972
SBGB,D,20200811,000000,1237.0000000,1248.6000000,1230.8000000,1245.4000000,10399
SBGB,D,20200812,000000,1245.0000000,1248.0000000,1244.2000000,1247.6000000,2034
SBGB,D,20200813,000000,1244.6000000,1249.2000000,1241.8000000,1245.0000000,183585
SBGB,D,20200814,000000,1241.6000000,1248.8000000,1238.2000000,1239.0000000,1878
SBGB,D,20200817,000000,1245.4000000,1245.4000000,1230.8000000,1234.8000000,11312
SBGB,D,20200818,000000,1242.2000000,1242.2000000,1227.4000000,1230.0000000,1781
SBGB,D,20200819,000000,1237.0000000,1239.2000000,1232.2000000,1236.4000000,257944
SBGB,D,20200820,000000,1230.0000000,1239.0000000,1230.0000000,1234.6000000,12589
SBGB,D,20200821,000000,1237.2000000,1237.8000000,1231.6000000,1234.0000000,3703
SBGB,D,20200824,000000,1238.2000000,1238.2000000,1225.6000000,1233.6000000,17512
SBGB,D,20200825,000000,1230.2000000,1238.0000000,1225.4000000,1232.8000000,4940
SBGB,D,20200826,000000,1230.2000000,1234.8000000,1230.0000000,1233.0000000,37605
SBGB,D,20200827,000000,1230.2000000,1237.4000000,1230.2000000,1234.4000000,367248
SBGB,D,20200828,000000,1236.4000000,1239.0000000,1236.2000000,1238.6000000,3518
SBGB,D,20200831,000000,1232.0000000,1240.2000000,1229.0000000,1238.2000000,10733
SBGB,D,20200901,000000,1228.0000000,1242.6000000,1228.0000000,1242.0000000,2182
SBGB,D,20200902,000000,1235.4000000,1242.4000000,1235.4000000,1239.8000000,69962
SBGB,D,20200903,000000,1240.6000000,1240.6000000,1232.6000000,1235.0000000,16872
